,eidx,aidx,pattern,phrase,TQBAFc_level,TQBAFc_base_score,TQBAFc_class,TQBAFc_strength,TQBAFc'_base_score,TQBAFc'_class,TQBAFc'_strength,BQBAFc_level,BQBAFc_base_score,BQBAFc_class,BQBAFc_strength,BQBAFc'_base_score,BQBAFc'_class,BQBAFc'_strength
8008,806,84,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",. Reply YES-910 NO-910,4,0.04921066412384249,Positive,0.04921066412384249,0.04921066412384249,Positive,0.04921066412384249,1,0.04921066412384249,Positive,0.9636459243801034,0.04921066412384249,Positive,0.9636459243801034
8009,806,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",: www,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
8010,806,88,[['LEMMA:to']],to,1,0.16908640309147593,Negative,-1.0269202752577515,-0.16908640309147593,Positive,1.0269202752577513,3,0.16908640309147593,Negative,0.16908640309147593,0.16908640309147593,Negative,0.16908640309147593
8011,806,89,"[['SPACY:POS-PROPN'], ['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",u hmmross STOP,3,0.1747898975174816,Positive,0.1747898975174816,0.1747898975174816,Positive,0.1747898975174816,1,0.1747898975174816,Positive,0.6320312133603916,0.1747898975174816,Positive,0.6320312133603916
8012,806,90,[['HYPERNYM:communication.n.02']],Reply,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891
8013,806,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",STOP to,2,0.3159002615306093,Positive,0.6996189805480428,0.3159002615306093,Positive,0.6996189805480428,2,0.3159002615306093,Positive,0.44676178308682246,0.3159002615306093,Positive,0.44676178308682246
8022,809,72,[['SPACY:POS-ADP']],that,1,0.3925845646686396,Positive,0.7084848261992489,0.3925845646686396,Positive,0.7084848261992489,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
8023,809,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",Friends that,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.7084848261992489,0.3159002615306093,Positive,0.7084848261992489
8025,810,1,[['SPACY:POS-NUM']],2go.did,1,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895,1,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
8026,810,72,[['SPACY:POS-ADP']],at,1,0.3925845646686396,Positive,0.7084848261992489,0.3925845646686396,Positive,0.7084848261992489,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
8027,810,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",u c,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
8028,810,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",' doctors,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
8029,810,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",things at,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.7084848261992489,0.3159002615306093,Positive,0.7084848261992489
8041,812,1,[['SPACY:POS-NUM']],2,1,1.182645880085895,Positive,3.0932328120321286,1.182645880085895,Positive,3.0932328120321286,3,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
8042,812,2,"[['SPACY:POS-PROPN'], ['SPACY:POS-NUM']]",May 2005,2,1.1041699050175477,Positive,0.7316645115677172,1.1041699050175477,Positive,0.7316645115677172,2,1.1041699050175477,Positive,1.2993960681214674,1.1041699050175477,Positive,1.2993960681214674
8043,812,4,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",FA Cup,2,1.0984470320493276,Positive,2.3492245205681663,1.0984470320493276,Positive,2.3492245205681663,3,1.0984470320493276,Positive,1.175408607144658,1.0984470320493276,Positive,1.175408607144658
8044,812,6,"[['SPACY:POS-ADP'], ['SPACY:POS-NUM']]",in 2,2,0.3246880184788151,Positive,1.3909923731849152,0.3246880184788151,Positive,1.3909923731849152,2,0.3246880184788151,Positive,0.5410987476545646,0.3246880184788151,Positive,0.5410987476545646
8045,812,7,"[['SPACY:POS-NUM'], ['SPACY:POS-PROPN']]",2005 Text,2,0.20572617042032987,Negative,0.5019739619058483,0.20572617042032987,Negative,0.5019739619058483,2,0.20572617042032987,Negative,0.010500007316410154,0.20572617042032987,Negative,0.010500007316410154
8046,812,8,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN']]",comp FA,2,0.0678297442936125,Negative,0.5271791321059233,0.0678297442936125,Negative,0.5271791321059233,2,0.0678297442936125,Negative,-0.009131830801717714,-0.0678297442936125,Positive,0.009131830801717714
8047,812,9,"[['LEMMA:to'], ['SPACY:POS-NUM']]",to 87121,2,1.0247622679211215,Positive,1.0537263763644726,1.0247622679211215,Positive,1.0537263763644726,2,1.0247622679211215,Positive,1.1092095753114157,1.0247622679211215,Positive,1.1092095753114157
8048,812,10,[['SPACY:POS-PROPN']],FA,1,0.9235389011439626,Positive,1.8943585660493283,0.9235389011439626,Positive,1.8943585660493278,4,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
8049,812,11,"[['SPACY:POS-NUM'], ['SPACY:POS-PUNCT']]",2005 .,2,0.40619629622433506,Negative,0.613761146679334,0.40619629622433506,Negative,0.613761146679334,2,0.40619629622433506,Negative,0.28793170821574554,0.40619629622433506,Negative,0.28793170821574554
8050,812,12,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN'], ['SPACY:POS-NUM']]",tkts 21st 2005,2,0.7142760543500215,Positive,0.7142760543500215,0.7142760543500215,Positive,0.7142760543500215,1,0.7142760543500215,Positive,0.927750282712845,0.7142760543500215,Positive,0.927750282712845
8051,812,13,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",May Text FA,3,0.6206162132372631,Positive,0.6206162132372631,0.6206162132372631,Positive,0.6206162132372631,1,0.6206162132372631,Positive,0.7885317285436428,0.6206162132372631,Positive,0.7885317285436428
8052,812,17,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",. Text,2,0.5654686971195718,Negative,0.8958665024874937,0.5654686971195718,Negative,0.8958665024874937,3,0.5654686971195718,Negative,0.4885071220242416,0.5654686971195718,Negative,0.4885071220242416
8053,812,18,"[['SPACY:POS-PROPN'], ['SPACY:POS-NOUN']]",FA tkts,2,0.18930163936975522,Positive,0.5406536150138809,0.18930163936975522,Positive,0.5406536150138809,2,0.18930163936975522,Positive,0.26626321446508544,0.18930163936975522,Positive,0.26626321446508544
8054,812,20,"[['SPACY:POS-ADJ'], ['SPACY:POS-NUM']]",Free 2,2,0.6752096220186283,Positive,0.6752096220186283,0.6752096220186283,Positive,0.6752096220186283,1,0.6752096220186283,Positive,0.7934742100272179,0.6752096220186283,Positive,0.7934742100272179
8055,812,21,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",. Text FA,3,0.041988758158458706,Positive,0.07659387201474713,0.041988758158458706,Positive,0.07659387201474713,2,0.041988758158458706,Positive,0.11220284905999006,0.041988758158458706,Positive,0.11220284905999006
8056,812,22,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",May .,2,0.4994166021573368,Negative,0.4265081666816086,0.4994166021573368,Negative,0.4265081666816086,2,0.4994166021573368,Negative,0.42245502706200655,0.4994166021573368,Negative,0.42245502706200655
8057,812,23,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-NOUN']]",FA Cup tkts,3,0.5279140537707697,Positive,0.5279140537707697,0.5279140537707697,Positive,0.5279140537707697,1,0.5279140537707697,Positive,0.8289611763096921,0.5279140537707697,Positive,0.8289611763096921
8058,812,24,"[['SPACY:POS-PROPN'], ['SPACY:POS-ADP'], ['SPACY:POS-NUM']]",Text to 87121,3,1.0135082413536614,Positive,1.0135082413536614,1.0135082413536614,Positive,1.0135082413536614,1,1.0135082413536614,Positive,1.2298769700834598,1.0135082413536614,Positive,1.2298769700834598
8059,812,25,"[['SPACY:POS-PROPN'], ['SPACY:POS-ADP']]",Text to,2,0.28346900645745804,Negative,-0.10244516013632421,-0.28346900645745804,Positive,0.10244516013632421,2,0.28346900645745804,Negative,0.10836129019496793,0.28346900645745804,Negative,0.10836129019496793
8060,812,27,"[['SPACY:POS-NUM'], ['SPACY:POS-VERB']]",87121 receive,2,0.2901356965947908,Negative,0.2901356965947908,0.2901356965947908,Negative,0.2901356965947908,1,0.2901356965947908,Negative,0.17187110858620133,0.2901356965947908,Negative,0.17187110858620133
8061,812,28,[['LEMMA:txt']],txt,1,2.0711689048522004,Positive,2.0711689048522004,2.0711689048522004,Positive,2.0711689048522004,1,2.0711689048522004,Positive,2.0711689048522004,2.0711689048522004,Positive,2.0711689048522004
8062,812,32,"[['SPACY:POS-VERB'], ['SPACY:POS-PROPN']]",win FA,2,0.4947560564720762,Negative,0.6204330173276887,0.4947560564720762,Negative,0.6204330173276887,2,0.4947560564720762,Negative,0.417794481376746,0.4947560564720762,Negative,0.417794481376746
8063,812,34,[['LEMMA:free']],Free,1,2.1601300678576285,Positive,2.1601300678576285,2.1601300678576285,Positive,2.1601300678576285,1,2.1601300678576285,Positive,2.1601300678576285,2.1601300678576285,Positive,2.1601300678576285
8064,812,35,"[['SPACY:POS-NUM'], ['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",2005 . Text,3,0.6058495639836858,Negative,0.6058495639836858,0.6058495639836858,Negative,0.6058495639836858,1,0.6058495639836858,Negative,0.8475168424964069,0.6058495639836858,Negative,0.8475168424964069
8065,812,37,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN'], ['SPACY:POS-NUM']]",. Text 87121,3,0.03377545570202003,Positive,0.03377545570202003,0.03377545570202003,Positive,0.03377545570202003,1,0.03377545570202003,Positive,0.26092304832753854,0.03377545570202003,Positive,0.26092304832753854
8066,812,42,"[['SPACY:POS-NOUN'], ['LEMMA:to']]",comp to,2,0.3680294909165491,Positive,0.3680294909165491,0.3680294909165491,Positive,0.3680294909165491,1,0.3680294909165491,Positive,0.3342122102982539,0.3680294909165491,Positive,0.3342122102982539
8067,812,44,"[['LEMMA:.'], ['SPACY:POS-PROPN']]",. Text,3,0.07190267520829868,Positive,0.1065077890645871,0.07190267520829868,Positive,0.1065077890645871,2,0.07190267520829868,Positive,-0.025798749196549647,-0.07190267520829868,Negative,0.025798749196549647
8068,812,45,"[['SPACY:POS-PROPN'], ['LEMMA:.']]",May .,3,0.310589607052116,Positive,0.310589607052116,0.310589607052116,Positive,0.310589607052116,1,0.310589607052116,Positive,0.16977126469811385,0.310589607052116,Positive,0.16977126469811385
8069,812,46,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",comp FA Cup,3,0.8485546377300334,Negative,0.8485546377300334,0.8485546377300334,Negative,0.8485546377300334,1,0.8485546377300334,Negative,0.6783561647232242,0.8485546377300334,Negative,0.6783561647232242
8070,812,47,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN'], ['SPACY:POS-PROPN']]",tkts 21st May,3,0.4038977753644209,Positive,0.4038977753644209,0.4038977753644209,Positive,0.4038977753644209,1,0.4038977753644209,Positive,0.5013903734190843,0.4038977753644209,Positive,0.5013903734190843
8071,812,48,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-ADP']]",Text FA to,3,0.24167990816609686,Negative,0.24167990816609686,0.24167990816609686,Negative,0.24167990816609686,1,0.24167990816609686,Negative,0.12794503795720116,0.24167990816609686,Negative,0.12794503795720116
8072,812,51,"[['SPACY:POS-ADJ'], ['SPACY:POS-PROPN']]",final May,2,0.20931598938896842,Positive,0.20931598938896842,0.20931598938896842,Positive,0.20931598938896842,1,0.20931598938896842,Positive,0.28627756448429864,0.20931598938896842,Positive,0.28627756448429864
8073,812,53,"[['LEMMA:win', 'SENTIMENT:pos']]",win,1,1.4592676835552523,Positive,1.4592676835552523,1.4592676835552523,Positive,1.4592676835552523,1,1.4592676835552523,Positive,1.4592676835552523,1.4592676835552523,Positive,1.4592676835552523
8074,812,55,"[['SENTIMENT:pos'], ['SPACY:POS-PROPN']]",win FA,2,0.18303293873412696,Negative,0.18303293873412696,0.18303293873412696,Negative,0.18303293873412696,1,0.18303293873412696,Negative,0.10607136363879674,0.18303293873412696,Negative,0.10607136363879674
8075,812,56,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN'], ['SPACY:POS-NUM']]",tkts May 2005,3,0.37701052270433255,Negative,0.37701052270433255,0.37701052270433255,Negative,0.37701052270433255,1,0.37701052270433255,Negative,0.0498785479735363,0.37701052270433255,Negative,0.0498785479735363
8076,812,57,"[['SPACY:POS-VERB'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",win FA Cup,3,0.2513539217112251,Negative,0.2513539217112251,0.2513539217112251,Negative,0.2513539217112251,1,0.2513539217112251,Negative,0.5012328877815914,0.2513539217112251,Negative,0.5012328877815914
8077,812,59,"[['HYPERNYM:communication.n.02'], ['SPACY:POS-NUM']]",entry 2,2,0.9835923931990215,Positive,0.9835923931990215,0.9835923931990215,Positive,0.9835923931990215,1,0.9835923931990215,Positive,1.8857406743025003,0.9835923931990215,Positive,1.8857406743025003
8078,812,60,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",May . Text,3,0.37833095259809935,Negative,0.37833095259809935,0.37833095259809935,Negative,0.37833095259809935,1,0.37833095259809935,Negative,0.6168507193569499,0.37833095259809935,Negative,0.6168507193569499
8079,812,61,"[['LEMMA:.'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",. Text FA,4,0.06921022771257686,Positive,0.06921022771257686,0.06921022771257686,Positive,0.06921022771257686,1,0.06921022771257686,Positive,0.1556143275760173,0.06921022771257686,Positive,0.15561432757601726
8080,812,62,"[['LEMMA:to', 'SPACY:POS-ADP']]",to,2,0.5199640501080655,Negative,0.5199640501080655,0.5199640501080655,Negative,0.5199640501080655,1,0.5199640501080655,Negative,0.4556351895592007,0.5199640501080655,Negative,0.4556351895592007
8081,812,65,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-VERB']]",question(std rate)T&C apply,3,0.998701546192495,Positive,0.998701546192495,0.998701546192495,Positive,0.998701546192495,1,0.998701546192495,Positive,1.1666170614988747,0.998701546192495,Positive,1.1666170614988747
8082,812,66,"[['SPACY:POS-PROPN'], ['SPACY:POS-NUM'], ['SPACY:POS-PUNCT']]",May 2005 .,3,0.19071986307368802,Positive,0.19071986307368802,0.19071986307368802,Positive,0.19071986307368802,1,0.19071986307368802,Positive,0.3716030259961821,0.19071986307368802,Positive,0.3716030259961821
8083,812,67,"[['SPACY:POS-PUNCT'], ['SPACY:POS-ADP'], ['SPACY:POS-NUM']]",. to 87121,3,0.5595502340292694,Positive,0.5595502340292694,0.5595502340292694,Positive,0.5595502340292694,1,0.5595502340292694,Positive,0.8300996078565517,0.5595502340292694,Positive,0.8300996078565517
8084,812,70,"[['SPACY:POS-PROPN'], ['LEMMA:to']]",Text to,2,0.717154884744189,Positive,0.717154884744189,0.717154884744189,Positive,0.717154884744189,1,0.717154884744189,Positive,0.760299179221224,0.717154884744189,Positive,0.760299179221224
8085,812,72,[['SPACY:POS-ADP']],in,1,0.3925845646686396,Positive,1.1952215678058358,0.3925845646686396,Positive,1.195221567805836,3,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
8086,812,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",tkts 21st,1,0.2856289210627021,Positive,0.9321107846786642,0.2856289210627021,Positive,0.9321107846786642,2,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
8087,812,76,[['HYPERNYM:message.n.02']],entry,1,0.19380974620942865,Negative,0.24067446638784873,0.19380974620942865,Negative,0.24067446638784873,2,0.19380974620942865,Negative,0.19380974620942865,0.19380974620942865,Negative,0.19380974620942865
8088,812,78,"[['SPACY:POS-PUNCT'], ['LEMMA:to']]",. to,2,0.5666891212015219,Positive,0.5956532296448731,0.5666891212015219,Positive,0.5956532296448731,2,0.5666891212015219,Positive,0.5328718405832268,0.5666891212015219,Positive,0.5328718405832268
8089,812,83,"[['SPACY:POS-PUNCT'], ['LEMMA:to'], ['SPACY:POS-NUM']]",. to 87121,3,0.05792821688670227,Positive,0.05792821688670227,0.05792821688670227,Positive,0.05792821688670227,1,0.05792821688670227,Positive,1.7000096327813448,0.05792821688670227,Positive,1.7000096327813448
8090,812,85,"[['HYPERNYM:message.n.02'], ['SPACY:POS-NUM']]",entry 2,2,0.09372944035684015,Negative,0.09372944035684015,0.09372944035684015,Negative,0.09372944035684015,1,0.09372944035684015,Negative,0.16927459855767932,0.09372944035684015,Negative,0.16927459855767932
8091,812,88,[['LEMMA:to']],to,1,0.16908640309147593,Negative,-1.4200549229702444,-0.16908640309147593,Positive,1.4200549229702444,3,0.16908640309147593,Negative,0.16908640309147593,0.16908640309147593,Negative,0.16908640309147593
8092,812,89,"[['SPACY:POS-PROPN'], ['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",FA tkts 21st,3,0.1747898975174816,Positive,0.1747898975174816,0.1747898975174816,Positive,0.1747898975174816,1,0.1747898975174816,Positive,0.4031311451042584,0.1747898975174816,Positive,0.4031311451042584
8093,812,90,[['HYPERNYM:communication.n.02']],entry,1,0.7838836930948891,Positive,1.2756798896944,0.7838836930948891,Positive,1.2756798896944,2,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891
8094,812,95,"[['SPACY:POS-PROPN'], ['SPACY:POS-NUM'], ['SPACY:POS-PROPN']]",May 2005 Text,3,0.5924955829710368,Negative,0.5924955829710368,0.5924955829710368,Negative,0.5924955829710368,1,0.5924955829710368,Negative,0.27814657325708003,0.5924955829710368,Negative,0.27814657325708003
8095,812,96,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",tkts May .,3,0.09703139055467631,Negative,0.09703139055467631,0.09703139055467631,Negative,0.09703139055467631,1,0.09703139055467631,Negative,0.23556677520824904,0.09703139055467631,Negative,0.23556677520824906
8096,812,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",entry in,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.4140464026977692,0.3159002615306093,Positive,0.4140464026977692
8098,813,16,[['LEMMA:call']],call,1,0.7208903038469555,Positive,0.9547221046954693,0.7208903038469555,Positive,0.9547221046954693,2,0.7208903038469555,Positive,0.7208903038469555,0.7208903038469555,Positive,0.7208903038469555
8099,813,42,"[['SPACY:POS-NOUN'], ['LEMMA:to']]",home to,2,0.3680294909165491,Positive,0.3680294909165491,0.3680294909165491,Positive,0.3680294909165491,1,0.3680294909165491,Positive,0.19894308782507314,0.3680294909165491,Positive,0.19894308782507314
8100,813,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
8101,813,72,[['SPACY:POS-ADP']],in,1,0.3925845646686396,Positive,0.9423166270477625,0.3925845646686396,Positive,0.9423166270477625,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
8102,813,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",call am,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
8103,813,88,[['LEMMA:to']],to,1,0.16908640309147593,Negative,-0.19894308782507314,-0.16908640309147593,Positive,0.19894308782507314,2,0.16908640309147593,Negative,0.16908640309147593,0.16908640309147593,Negative,0.16908640309147593
8104,813,94,"[['LEMMA:call'], ['SPACY:POS-ADP']]",call at,2,0.4676636016970274,Positive,0.4676636016970274,0.4676636016970274,Positive,0.4676636016970274,1,0.4676636016970274,Positive,1.3848461878783027,0.4676636016970274,Positive,1.3848461878783027
8105,813,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",hole if,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.5121925438649291,0.3159002615306093,Positive,0.5121925438649291
8113,816,1,[['SPACY:POS-NUM']],4,1,1.182645880085895,Positive,0.8839079663834806,1.182645880085895,Positive,0.8839079663834806,2,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
8114,816,10,[['SPACY:POS-PROPN']],Wat,1,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626,1,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
8115,816,11,"[['SPACY:POS-NUM'], ['SPACY:POS-PUNCT']]",4 ?,2,0.40619629622433506,Negative,0.40619629622433506,0.40619629622433506,Negative,0.40619629622433506,1,0.40619629622433506,Negative,-0.18512664381861244,-0.40619629622433506,Positive,0.18512664381861244
8116,816,19,"[['SPACY:POS-NUM'], ['SPACY:POS-ADP']]",4 ur,2,0.21491676504384122,Positive,0.21491676504384122,0.21491676504384122,Positive,0.21491676504384122,1,0.21491676504384122,Positive,1.1988242697554283,0.21491676504384122,Positive,1.1988242697554283
8117,816,72,[['SPACY:POS-ADP']],ur,1,0.3925845646686396,Positive,0.5000429471905602,0.3925845646686396,Positive,0.5000429471905602,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
8119,817,10,[['SPACY:POS-PROPN']],Nvm,1,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626,1,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
8121,818,4,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",Happy New,2,1.0984470320493276,Positive,1.3526883035936854,1.0984470320493276,Positive,1.3526883035936854,3,1.0984470320493276,Positive,1.28315481227812,1.0984470320493276,Positive,1.28315481227812
8122,818,8,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN']]",morning Happy,2,0.0678297442936125,Negative,0.29015817547641876,0.0678297442936125,Negative,0.29015817547641876,2,0.0678297442936125,Negative,-0.11687803593518002,-0.0678297442936125,Positive,0.11687803593518002
8123,818,10,[['SPACY:POS-PROPN']],Happy,1,0.9235389011439626,Positive,0.7714478363603838,0.9235389011439626,Positive,0.7714478363603838,4,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
8124,818,13,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",Happy New Year,3,0.6206162132372631,Positive,0.6452215452991844,0.6206162132372631,Positive,0.6452215452991844,2,0.6206162132372631,Positive,1.0483344839966364,0.6206162132372631,Positive,1.0483344839966364
8125,818,17,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",! Happy,2,0.5654686971195718,Negative,0.5321716520093819,0.5654686971195718,Negative,0.5321716520093819,3,0.5654686971195718,Negative,0.3807609168907793,0.5654686971195718,Negative,0.3807609168907793
8126,818,21,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",! Happy New,3,0.041988758158458706,Positive,0.06659409022037996,0.041988758158458706,Positive,0.06659409022037996,2,0.041988758158458706,Positive,0.08894611202705277,0.041988758158458706,Positive,0.08894611202705277
8127,818,22,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",Happy !,2,0.4994166021573368,Negative,0.4994166021573368,0.4994166021573368,Negative,0.4994166021573368,1,0.4994166021573368,Negative,0.31470882192854427,0.4994166021573368,Negative,0.31470882192854427
8128,818,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
8129,818,46,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",morning Happy New,3,0.8485546377300334,Negative,0.8485546377300334,0.8485546377300334,Negative,0.8485546377300334,1,0.8485546377300334,Negative,0.36239734900307,0.8485546377300334,Negative,0.36239734900307
8130,818,47,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN'], ['SPACY:POS-PROPN']]",morning princess Happy,3,0.4038977753644209,Positive,0.4038977753644209,0.4038977753644209,Positive,0.4038977753644209,1,0.4038977753644209,Positive,0.7479657143947129,0.4038977753644209,Positive,0.7479657143947129
8131,818,55,"[['SENTIMENT:pos'], ['SPACY:POS-PROPN']]",Happy New,2,0.18303293873412696,Negative,0.18303293873412696,0.18303293873412696,Negative,0.18303293873412696,1,0.18303293873412696,Negative,-0.0016748414946655688,-0.18303293873412696,Positive,0.0016748414946655688
8132,818,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",morning princess,1,0.2856289210627021,Positive,0.4875778087449125,0.2856289210627021,Positive,0.4875778087449125,2,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
8133,818,84,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",! Happy New Year,4,0.04921066412384249,Positive,0.04921066412384249,0.04921066412384249,Positive,0.04921066412384249,1,0.04921066412384249,Positive,1.1864912601475317,0.04921066412384249,Positive,1.1864912601475317
8155,820,1,[['SPACY:POS-NUM']],150p,1,1.182645880085895,Positive,0.7566878921640677,1.182645880085895,Positive,0.7566878921640677,3,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
8156,820,2,"[['SPACY:POS-PROPN'], ['SPACY:POS-NUM']]",Ltd. 1013,2,1.1041699050175477,Positive,1.0683001424945497,1.1041699050175477,Positive,1.0683001424945497,2,1.1041699050175477,Positive,1.6523083485701733,1.1041699050175477,Positive,1.6523083485701733
8157,820,4,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",Kit Strip,2,1.0984470320493276,Positive,2.9276707936862487,1.0984470320493276,Positive,2.9276707936862487,3,1.0984470320493276,Positive,1.252370182239988,1.0984470320493276,Positive,1.252370182239988
8158,820,7,"[['SPACY:POS-NUM'], ['SPACY:POS-PROPN']]",150p Netcollex,2,0.20572617042032987,Negative,0.5019739619058483,0.20572617042032987,Negative,0.5019739619058483,2,0.20572617042032987,Negative,-0.34241227313229555,-0.20572617042032987,Positive,0.34241227313229555
8159,820,10,[['SPACY:POS-PROPN']],Kit,1,0.9235389011439626,Positive,2.303237077631043,0.9235389011439626,Positive,2.303237077631043,4,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
